road,place,latitude,longitude,clusterid
Monument Street,City of London,51.509768,-0.08494,1972
Muscovy Street,City of London,51.509958,-0.078259,1973
Old Jewry,City of London,51.514767,-0.090666,1974
Pepys Street,City of London,51.510694,-0.078767,1975
St Mary Axe,City of London,51.513774,-0.081406,1976
Smithfield Street,City of London,51.517479,-0.103561,1977
Smithfield Street 2,City of London,51.518094,-0.103335,1978
Southampton Buildings,City of London,51.517149,-0.112449,1979
Tallis Street,City of London,51.511875,-0.106458,1980
Temple Avenue,City of London,51.511782,-0.108008,1981
Bread Street,City of London,51.512857,-0.095046,1982
Whitefriars Street,City of London,51.513172,-0.106992,1983
Great St Helens,City of London,51.514732,-0.082469,1984
Goodman's Yard,City of London,51.511137,-0.074583,1985
Finsbury Square,Islington,51.520408,-0.086145,1986
Finsbury Square 2,Islington,51.520672,-0.085812,1987
Bonhill Street,Islington,51.522707,-0.084749,1988
Tabernacle Street,Islington,51.525298,-0.085007,1989
Bunhill Row,Islington,51.522139,-0.089774,1990
Old Street,Islington,51.525377,-0.090267,1991
Roscoe Street,Islington,51.523096,-0.094785,1992
Great Sutton Street,Islington,51.523507,-0.100171,1993
Briset Street,Islington,51.521487,-0.103613,1994
Ludlow Street,Islington,51.524512,-0.098003,1995
Clerkenwell Close,Islington,51.523357,-0.106284,1996
Clerkenwell Close 2,Islington,51.524104,-0.107364,1997
Bowling Green Lane,Islington,51.524352,-0.107954,1998
Woodbridge Street,Islington,51.52441,-0.104348,1999
Sekforde Street,Islington,51.524015,-0.104655,2000
Mount Pleasant,Islington,51.524085,-0.111629,2001
Rosoman Place,Islington,51.52604,-0.107772,2002
Merlin Street,Islington,51.527512,-0.109434,2003
Naoroji Street,Islington,51.527862,-0.110256,2004
Granville Street,Islington,51.527247,-0.112885,2005
Hardwick Street,Islington,51.527852,-0.107974,2006
Northampton Square,Islington,51.527144,-0.103105,2007
Myddelton Square,Islington,51.529905,-0.107527,2008
Myddelton Square 2,Islington,51.530304,-0.107687,2009
Myddelton Square 3,Islington,51.530633,-0.10788,2010
Elia Street,Islington,51.532525,-0.103341,2011
Haverstock Street,Islington,51.530453,-0.098826,2012
Collier Street,Islington,51.532141,-0.119151,2013
Donegal Street,Islington,51.532553,-0.112491,2014
Colebrooke Row,Islington,51.533984,-0.102601,2015
Upper Street,Islington,51.534454,-0.105084,2016
Maygood Street,Islington,51.534481,-0.111536,2017
Killick Street,Islington,51.533879,-0.118738,2018
Crinan Street,Islington,51.534462,-0.121645,2019
Grantbridge Street,Islington,51.534951,-0.099468,2020
Cloudesley Street,Islington,51.536806,-0.108254,2021
Barnsbury Street,Islington,51.536251,-0.110982,2022
Richmond Avenue,Islington,51.538889,-0.107096,2023
Gibson Square,Islington,51.537674,-0.105916,2024
Napier Terrace,Islington,51.539708,-0.104329,2025
Pleasant Place,Islington,51.539616,-0.098671,2026
Popham Road,Islington,51.539179,-0.094976,2027
Elizabeth Avenue,Islington,51.539334,-0.091641,2028
Rotherfield Street,Islington,51.539067,-0.090578,2029
Northchurch Road,Islington,51.542049,-0.086239,2030
Canonbury Square,Islington,51.543391,-0.101301,2031
Bewdley Street,Islington,51.542296,-0.109516,2032
Bridgeman Road,Islington,51.540886,-0.115835,2033
Offord Road,Islington,51.542255,-0.116881,2034
Offord Road,Islington,51.542574,-0.115791,2035
Offord Road,Islington,51.543001,-0.114034,2036
St Clements Street,Islington,51.543826,-0.111368,2037
Highbury Station Road,Islington,51.545622,-0.105155,2038
Compton Road,Islington,51.545717,-0.100041,2039
Halliford Street,Islington,51.54208,-0.092367,2040
Ockendon Road,Islington,51.544598,-0.088841,2041
Mitchison Road,Islington,51.54504,-0.088145,2042
Clifton Road,Islington,51.545583,-0.091189,2043
Alwyne Square,Islington,51.54662,-0.095688,2044
Bride Street,Islington,51.546131,-0.111955,2045
Chillingworth Road,Islington,51.550198,-0.111645,2046
Calabria Road,Islington,51.547853,-0.102161,2047
Highbury Crescent,Islington,51.546928,-0.103627,2048
Grosvenor Avenue,Islington,51.549303,-0.087439,2049
Mildmay Grove North,Islington,51.549021,-0.084843,2050
Mildmay Grove South,Islington,51.548701,-0.085176,2051
King Henry's Walk,Islington,51.546808,-0.082495,2052
Kingsbury Road,Islington,51.546553,-0.0792,2053
Beresford Road,Islington,51.55009,-0.089604,2054
Eden Grove,Islington,51.551581,-0.112296,2055
Stock Orchard Street,Islington,51.550312,-0.117652,2056
North Road,Islington,51.549579,-0.119746,2057
Cardozo Road,Islington,51.552112,-0.118589,2058
Freegrove Road,Islington,51.552454,-0.119766,2059
Hartham Road,Islington,51.550806,-0.122543,2060
Hungerford Road,Islington,51.548959,-0.126702,2061
Hungerford Road 2,Islington,51.552279,-0.122266,2062
Hilldrop Crescent,Islington,51.550647,-0.130028,2063
Hilldrop Road,Islington,51.551662,-0.126389,2064
Benwell Road,Islington,51.552643,-0.109496,2065
Poet's Road,Islington,51.551919,-0.088139,2066
Petherton Road,Islington,51.553444,-0.090543,2067
Aberdeen Road,Islington,51.554414,-0.094994,2068
Kelvin Road,Islington,51.553912,-0.09607,2069
Quemerford Rd,Islington,51.553183,-0.115929,2070
Penn Road 1,Islington,51.553073,-0.120835,2071
Penn Road 2,Islington,51.55364,-0.119572,2072
Warlters Close,Islington,51.556105,-0.119187,2073
Chambers Road,Islington,51.555475,-0.122381,2074
Bardolph Road,Islington,51.555995,-0.123991,2075
Carleton Road,Islington,51.556893,-0.126994,2076
Dalmeny Road,Islington,51.555226,-0.129457,2077
Dalmeny Road 2,Islington,51.557515,-0.13037,2078
Archibald Road,Islington,51.55555,-0.132115,2079
Corinne Road,Islington,51.555335,-0.134061,2080
Tufnell Park Road,Islington,51.558149,-0.12359,2081
Axminster Road,Islington,51.560036,-0.117166,2082
Sussex Way,Islington,51.560027,-0.115784,2083
Yerbury Road,Islington,51.558988,-0.126034,2084
Mercers Road,Islington,51.558551,-0.127831,2085
Tytherton Road,Islington,51.559468,-0.130272,2086
Campdale Road,Islington,51.558171,-0.132327,2087
Huddlestone Road,Islington,51.558128,-0.13518,2088
Monnery Road,Islington,51.560621,-0.135266,2089
Hargrave Road,Islington,51.563939,-0.133273,2090
Giesbach Road,Islington,51.565354,-0.133532,2091
Highgate Hill,Islington,51.567819,-0.139112,2092
St John's Villas,Islington,51.565793,-0.129118,2093
Calverley Grove,Islington,51.568519,-0.12781,2094
Ashley Road,Islington,51.572265,-0.120456,2095
Lambton Road,Islington,51.569651,-0.12208,2096
Northolme Road,Islington,51.556625,-0.093439,2097
Sotheby Road,Islington,51.557546,-0.09802,2098
Stavordale Road,Islington,51.555427,-0.104574,2099
Highbury Hill,Islington,51.556868,-0.104096,2100
Elfort Road,Islington,51.557545,-0.106139,2101
Birnham Road,Islington,51.564018,-0.117865,2102
Charteris Road,Islington,51.566674,-0.108911,2103
Whewell Road,Islington,51.564182,-0.121098,2104
Mitford Road,Islington,51.564016,-0.119869,2105
Balfe Street,Islington,51.532132,-0.120829,2106
Bidborough Street,Camden,51.528073,-0.12715,2107
Buck Street,Camden,51.540301,-0.143009,2108
Longford Street,Camden,51.525688,-0.143567,2109
Cleveland Street,Camden,51.523425,-0.142301,2110
Great Portland Street,City of Westminster,51.521729,-0.143458,2111
Whitfield Street,Camden,51.520832,-0.135665,2112
Rathbone Place,Camden,51.517587,-0.134049,2113
New Compton Street,Camden,51.514588,-0.128095,2114
Endell Street,Camden,51.51567,-0.126193,2115
High Holborn,Camden,51.517386,-0.122123,2116
Barter Street,Camden,51.517561,-0.123177,2117
Oakley Street,Camden,51.533395,-0.137113,2118
Royal College Street,Camden,51.541911,-0.138451,2119
St Edmonds Terrace,City of Westminster,51.537207,-0.160768,2120
Belmont Street,Camden,51.543741,-0.151237,2121
Upper Park Road,Camden,51.549452,-0.161174,2122
Falkland Road,Camden,51.552175,-0.140911,2123
S Hill Park,Camden,51.555892,-0.165237,2124
Flask Walk,Camden,51.556747,-0.177202,2125
Netherhall Gardens,Camden,51.552269,-0.176068,2126
Broadhurst Gardens,Camden,51.546629,-0.181052,2127
Burrard Road,Camden,51.554094,-0.195794,2128
Chesterford Gardens,Camden,51.556127,-0.185474,2129
Charlotte Street,Camden,51.518614,-0.13482,2130
Charlotte Street,Camden,51.519829,-0.136178,2131
Chitty Street,Camden,51.520989,-0.136507,2132
Tottenham Street,Camden,51.520441,-0.135522,2133
Pratt Street,Camden,51.538593,-0.137539,2134
Bidborough Street,Camden,51.528072,-0.127168,2135
Bidborough Street 2,Camden,51.528334,-0.12635,2136
Burton Street,Camden,51.526183,-0.12771,2137
Parker Street,Camden,51.516137,-0.121169,2138
Bisham Gardens,Camden,51.570338,-0.146427,2139
South Grove,Camden,51.570466,-0.148606,2140
Brown Hart Gardens,City of Westminster,51.51314,-0.150975,2141
Great Queen Street,City of Westminster,51.514697,-0.121893,2142
Wardour Street,City of Westminster,51.512314,-0.132933,2143
Great Pulteney Street,City of Westminster,51.511903,-0.13576,2144
Brewer Street,City of Westminster,51.510881,-0.136728,2145
Rathbone Place,City of Westminster,51.517612,-0.134082,2146
Wells Mews,City of Westminster,51.517511,-0.137791,2147
Margaret Street,City of Westminster,51.516307,-0.14326,2148
Cavendish Square,City of Westminster,51.516828,-0.144421,2149
Culross Street,City of Westminster,51.510582,-0.156254,2150
St. James's Square,City of Westminster,51.5067,-0.134961,2151
Adelphi Terrace,City of Westminster,51.508879,-0.121966,2152
Ponsonby Place,City of Westminster,51.489444,-0.128548,2153
John Islip Street,City of Westminster,51.493191,-0.127431,2154
Warwick Square,City of Westminster,51.491414,-0.140937,2155
Vincent Square,City of Westminster,51.49459,-0.135738,2156
Gillingham Street,City of Westminster,51.493515,-0.142311,2157
Eccleston Place,City of Westminster,51.493228,-0.148152,2158
Old Pye Street,City of Westminster,51.49753,-0.132713,2159
Little College Street,City of Westminster,51.497435,-0.126621,2160
Matthew Parker Street,City of Westminster,51.499818,-0.130567,2161
Eaton Lane,City of Westminster,51.497129,-0.145043,2162
Hamilton Place,City of Westminster,51.504856,-0.150438,2163
Gloucester Square,City of Westminster,51.513866,-0.171108,2164
Lisson Street,City of Westminster,51.52062,-0.16766,2165
Grosvenor Square,City of Westminster,51.511594,-0.150059,2166
Adam's Row,City of Westminster,51.510431,-0.14979,2167
South Audley Street,City of Westminster,51.509201,-0.151215,2168
Reeves Mews,City of Westminster,51.509775,-0.15376,2169
Rex Place,City of Westminster,51.509222,-0.153139,2170
Culross Street 2,City of Westminster,51.510851,-0.154931,2171
Farm Street,City of Westminster,51.508938,-0.149347,2172
Farm Street,City of Westminster,51.509652,-0.147922,2173
Farm Street,City of Westminster,51.509554,-0.147681,2174
Davies Street,City of Westminster,51.512997,-0.148491,2175
Brook's Mews,City of Westminster,51.512218,-0.147685,2176
Kensington Park Road,Kensington and Chelsea,51.513693,-0.204603,2177
Kensal Road,Kensington and Chelsea,51.526143,-0.209803,2178
Kensal Road,Kensington and Chelsea,51.525994,-0.208919,2179
Kensal Road,Kensington and Chelsea,51.525842,-0.208411,2180
Southern Row,Kensington and Chelsea,51.524687,-0.211412,2181
Barlby Road,Kensington and Chelsea,51.523956,-0.216426,2182
Dalgarno Gardens,Kensington and Chelsea,51.522731,-0.221935,2183
Dalgarno Gardens 2,Kensington and Chelsea,51.522293,-0.224451,2184
Dalgarno Gardens 3,Kensington and Chelsea,51.521585,-0.227396,2185
Hewer Street,Kensington and Chelsea,51.522846,-0.215037,2186
St Quintin Avenue,Kensington and Chelsea,51.519889,-0.223513,2187
St Quintin Avenue 2,Kensington and Chelsea,51.519236,-0.218967,2188
Latimer Road,Kensington and Chelsea,51.518071,-0.224323,2189
Telford Road,Kensington and Chelsea,51.522111,-0.212525,2190
Bevington Road,Kensington and Chelsea,51.521129,-0.208935,2191
Wornington Road,Kensington and Chelsea,51.522166,-0.207742,2192
St Ervans Road,Kensington and Chelsea,51.522481,-0.207102,2193
Cambridge Gardens,Kensington and Chelsea,51.518908,-0.207628,2194
Cambridge Gardens 2,Kensington and Chelsea,51.518193,-0.210746,2195
Oxford Gardens,Kensington and Chelsea,51.516884,-0.219767,2196
Oxford Gardens 2,Kensington and Chelsea,51.517007,-0.21931,2197
St Marks Road,Kensington and Chelsea,51.516284,-0.212993,2198
Lancaster Road,Kensington and Chelsea,51.517452,-0.206555,2199
Lancaster Road 2,Kensington and Chelsea,51.518083,-0.204028,2200
All Saints Road,Kensington and Chelsea,51.518046,-0.203785,2201
Powis Terrace,Kensington and Chelsea,51.517664,-0.201574,2202
Powis Terrace 2,Kensington and Chelsea,51.516763,-0.200979,2203
Colville Terrace,Kensington and Chelsea,51.515359,-0.203083,2204
St Marks Place,Kensington and Chelsea,51.515617,-0.209683,2205
Clarendon Road,Kensington and Chelsea,51.513524,-0.211733,2206
Bramley Road,Kensington and Chelsea,51.512818,-0.21779,2207
Landsdowne Rise,Kensington and Chelsea,51.51098,-0.208756,2208
Walmer Road,Kensington and Chelsea,51.510085,-0.21134,2209
Princedale Road,Kensington and Chelsea,51.50856,-0.210081,2210
Princedale Road,Kensington and Chelsea,51.506701,-0.208269,2211
Addison Avenue,Kensington and Chelsea,51.505772,-0.211841,2212
Holland Park Gardens,Kensington and Chelsea,51.505009,-0.2114,2213
Lower Addison Gardens,Kensington and Chelsea,51.503418,-0.21235,2214
Elsham Road,Kensington and Chelsea,51.502013,-0.213952,2215
Russell Garden Mews,Kensington and Chelsea,51.499859,-0.211761,2216
Russell Road,Kensington and Chelsea,51.496388,-0.207052,2217
St Mary Abbott's Place,Kensington and Chelsea,51.497364,-0.203358,2218
Edwardes Square,Kensington and Chelsea,51.498234,-0.20001,2219
Abingdon Villas,Kensington and Chelsea,51.497389,-0.197372,2220
Pembroke Mews,Kensington and Chelsea,51.49737,-0.198193,2221
Landsdowne Road,Kensington and Chelsea,51.508158,-0.206066,2222
Ladbroke Road,Kensington and Chelsea,51.509823,-0.19813,2223
Kensington Park Road,Kensington and Chelsea,51.510777,-0.19931,2224
Pembridge Villas,Kensington and Chelsea,51.513152,-0.19729,2225
Pembridge Villas,Kensington and Chelsea,51.51385,-0.196698,2226
Pembridge Square,Kensington and Chelsea,51.511575,-0.197071,2227
Linden Gardens,Kensington and Chelsea,51.510677,-0.195421,2228
Linden Gardens,Kensington and Chelsea,51.510071,-0.194305,2229
Linden Gardens,Kensington and Chelsea,51.509675,-0.194176,2230
Clanricarde Gardens,Kensington and Chelsea,51.509774,-0.193043,2231
Uxbridge Street,Kensington and Chelsea,51.508721,-0.197043,2232
Newcombe Street,Kensington and Chelsea,51.508,-0.195335,2233
Berkeley Gardens,Kensington and Chelsea,51.506537,-0.194353,2234
Gloucester Walk,Kensington and Chelsea,51.504928,-0.19388,2235
Vicarage gate,Kensington and Chelsea,51.505147,-0.192871,2236
Campden Hill Road,Kensington and Chelsea,51.502586,-0.196175,2237
Campden Hill Road,Kensington and Chelsea,51.506753,-0.199007,2238
Argyll Road,Kensington and Chelsea,51.500773,-0.195903,2239
Hornton Place,Kensington and Chelsea,51.50153,-0.193426,2240
Kensington Church Court,Kensington and Chelsea,51.501879,-0.192306,2241
Old Court Place,Kensington and Chelsea,51.502896,-0.190704,2242
Allen Street,Kensington and Chelsea,51.499618,-0.195855,2243
Iverna Gardens,Kensington and Chelsea,51.499822,-0.193448,2244
Cheniston Gardens,Kensington and Chelsea,51.499312,-0.193227,2245
Wrights Lane,Kensington and Chelsea,51.499805,-0.19275,2246
Marloes Road,Kensington and Chelsea,51.497837,-0.192563,2247
Derry Street,Kensington and Chelsea,51.500957,-0.191074,2248
Thackeray Street,Kensington and Chelsea,51.500463,-0.189185,2249
Kensington Court,Kensington and Chelsea,51.502123,-0.186929,2250
Palace Gate,Kensington and Chelsea,51.501413,-0.184044,2251
Hyde Park Gate,Kensington and Chelsea,51.501202,-0.181477,2252
Queen's Gate,Kensington and Chelsea,51.501083,-0.180333,2253
Launceston Place,Kensington and Chelsea,51.499068,-0.185164,2254
Cromwell Crescent,Kensington and Chelsea,51.493805,-0.198847,2255
Lexham Gardens,Kensington and Chelsea,51.495488,-0.19558,2256
Marloes Road,Kensington and Chelsea,51.495843,-0.192255,2257
Marloes Road,Kensington and Chelsea,51.495816,-0.192164,2258
Lexham Gardens,Kensington and Chelsea,51.494916,-0.190322,2259
Templeton place,Kensington and Chelsea,51.493749,-0.196764,2260
Nevern Square,Kensington and Chelsea,51.492134,-0.197743,2261
Nevern Square,Kensington and Chelsea,51.491561,-0.196697,2262
Nevern Square,Kensington and Chelsea,51.491897,-0.196137,2263
Trebovir Road,Kensington and Chelsea,51.492547,-0.193712,2264
Penywern Road,Kensington and Chelsea,51.491635,-0.192312,2265
Penywern Road,Kensington and Chelsea,51.489943,-0.194975,2266
Earls Court Square,Kensington and Chelsea,51.489587,-0.194281,2267
Earls Court Square,Kensington and Chelsea,51.49005,-0.190836,2268
Finborough Road,Kensington and Chelsea,51.487899,-0.191572,2269
Redcliffe Square,Kensington and Chelsea,51.487709,-0.189978,2270
Redcliffe Square,Kensington and Chelsea,51.488581,-0.188162,2271
Ifield Road,Kensington and Chelsea,51.485105,-0.188685,2272
Fawcett Street,Kensington and Chelsea,51.484257,-0.186793,2273
Fawcett Street,Kensington and Chelsea,51.485007,-0.185573,2274
Fernshaw Road,Kensington and Chelsea,51.483629,-0.184725,2275
Thorndike Close,Kensington and Chelsea,51.480715,-0.183577,2276
Tadema Road,Kensington and Chelsea,51.480696,-0.182761,2277
Tadema Road,Kensington and Chelsea,51.478544,-0.181101,2278
Lots Road,Kensington and Chelsea,51.478683,-0.180554,2279
Lots Road,Kensington and Chelsea,51.479164,-0.179793,2280
Lots Road,Kensington and Chelsea,51.477878,-0.182445,2281
Slaidburn Street,Kensington and Chelsea,51.481917,-0.180917,2282
King's Road,Kensington and Chelsea,51.482855,-0.177881,2283
Park Walk,Kensington and Chelsea,51.483829,-0.177133,2284
Bramerton Street,Kensington and Chelsea,51.486233,-0.171439,2285
Oakley Street,Kensington and Chelsea,51.486412,-0.169518,2286
Cheyne Walk,Kensington and Chelsea,51.483894,-0.165161,2287
Grove Cottages,Kensington and Chelsea,51.485736,-0.167574,2288
Flood Street,Kensington and Chelsea,51.487633,-0.166553,2289
Smith Street,Kensington and Chelsea,51.489293,-0.163889,2290
Christchurch Street,Kensington and Chelsea,51.486984,-0.161915,2291
Swan Walk,Kensington and Chelsea,51.485273,-0.162189,2292
Embankment Gardens,Kensington and Chelsea,51.484534,-0.158527,2293
Royal Hospital Road,Kensington and Chelsea,51.488631,-0.157285,2294
Sloane Gardens,Kensington and Chelsea,51.490758,-0.156996,2295
Sloane Gardens,Kensington and Chelsea,51.49216,-0.156551,2296
Holbein Place,Kensington and Chelsea,51.492208,-0.15642,2297
Holbein Place,Kensington and Chelsea,51.491184,-0.155728,2298
Manresa Road,Kensington and Chelsea,51.487236,-0.171248,2299
Old Church Street,Kensington and Chelsea,51.488652,-0.174965,2300
Chelsea Square,Kensington and Chelsea,51.489689,-0.173399,2301
Cale Street,Kensington and Chelsea,51.489729,-0.172027,2302
Sydney Street,Kensington and Chelsea,51.490365,-0.170766,2303
Ixworth Place,Kensington and Chelsea,51.491912,-0.168707,2304
Lucan Place,Kensington and Chelsea,51.492685,-0.168146,2305
Draycott Avenue,Kensington and Chelsea,51.4934,-0.167274,2306
Draycott Avenue,Kensington and Chelsea,51.493214,-0.166538,2307
Denyer Street,Kensington and Chelsea,51.493556,-0.165061,2308
Elystan Street,Kensington and Chelsea,51.490644,-0.166046,2309
Petyward Road,Kensington and Chelsea,51.491983,-0.166149,2310
Draycott Avenue,Kensington and Chelsea,51.492051,-0.163673,2311
Symons Street,Kensington and Chelsea,51.492546,-0.159294,2312
Symons Street,Kensington and Chelsea,51.492549,-0.159744,2313
Pont Street,Kensington and Chelsea,51.497256,-0.158281,2314
Cadogan Place,Kensington and Chelsea,51.498365,-0.158609,2315
Lowndes Square,Kensington and Chelsea,51.50134,-0.158728,2316
Pavillion Place,Kensington and Chelsea,51.500515,-0.160676,2317
Hans Road,Kensington and Chelsea,51.498902,-0.163975,2318
Walton Street,Kensington and Chelsea,51.497731,-0.162901,2319
Lennox Gardens,Kensington and Chelsea,51.496613,-0.163095,2320
Lennox Gardens,Kensington and Chelsea,51.496226,-0.163315,2321
Lennox Gardens,Kensington and Chelsea,51.494897,-0.162745,2322
Cadogan Square,Kensington and Chelsea,51.495715,-0.161238,2323
Montpelier Street,Kensington and Chelsea,51.498806,-0.165519,2324
Brompton Square,Kensington and Chelsea,51.497731,-0.168108,2325
Ovington Gardens,Kensington and Chelsea,51.497885,-0.166827,2326
Egerton Terrace,Kensington and Chelsea,51.497089,-0.168128,2327
Egerton Place,Kensington and Chelsea,51.496398,-0.169087,2328
Alexander Place,Kensington and Chelsea,51.495289,-0.169219,2329
Thurloe Square,Kensington and Chelsea,51.495738,-0.171553,2330
South Terrace,Kensington and Chelsea,51.494219,-0.171675,2331
Pelham Street,Kensington and Chelsea,51.49368,-0.170783,2332
Cromwell Place,Kensington and Chelsea,51.494755,-0.174792,2333
Cromwell Place,Kensington and Chelsea,51.495489,-0.174999,2334
Courtfield Road,Kensington and Chelsea,51.494103,-0.182845,2335
Harrington Gardens,Kensington and Chelsea,51.492809,-0.185284,2336
Bina Gardens,Kensington and Chelsea,51.491206,-0.183237,2337
Dove Mews Alley,Kensington and Chelsea,51.491702,-0.182799,2338
Old Brompton Road,Kensington and Chelsea,51.491057,-0.18079,2339
Clareville Grove,Kensington and Chelsea,51.49173,-0.179186,2340
Onslow Gardens,Kensington and Chelsea,51.49096,-0.177601,2341
Neville Street,Kensington and Chelsea,51.489846,-0.175123,2342
Elm Place,Kensington and Chelsea,51.488971,-0.176349,2343
Evelyn Gardens,Kensington and Chelsea,51.487835,-0.178177,2344
Evelyn Gardens 2,Kensington and Chelsea,51.488233,-0.178714,2345
Evelyn Gardens 3,Kensington and Chelsea,51.489061,-0.179859,2346
Park Walk,Kensington and Chelsea,51.48608,-0.18035,2347
Redcliffe Road,Kensington and Chelsea,51.48589,-0.181222,2348
Gilston Road,Kensington and Chelsea,51.488216,-0.182987,2349
The Little Boltons,Kensington and Chelsea,51.487404,-0.18505,2350
Tregunter Road,Kensington and Chelsea,51.486793,-0.185954,2351
Hollywood Road,Kensington and Chelsea,51.486479,-0.18497,2352
Southwell Gardens,Kensington and Chelsea,51.495895,-0.183336,2353
Emperor's Gate,Kensington and Chelsea,51.49534,-0.18509,2354
Queen's Gate Place,Kensington and Chelsea,51.497047,-0.179569,2355
Elvaston Place,Kensington and Chelsea,51.497867,-0.180453,2356
Gilbert Street,City of Westminster,51.513648,-0.149938,2357
Upper Brook Street,City of Westminster,51.511196,-0.156205,2358
Davies Mews,City of Westminster,51.513108,-0.148395,2359
Red Place,City of Westminster,51.512756,-0.154919,2360
Green Street,City of Westminster,51.512708,-0.154997,2361
Berkeley Square,City of Westminster,51.509975,-0.146839,2362
Berkeley Square,City of Westminster,51.509972,-0.145459,2363
Berkeley Square,City of Westminster,51.508753,-0.14543,2364
Brook Street,City of Westminster,51.512954,-0.147085,2365
North Row,City of Westminster,51.513109,-0.15582,2366
Tilney Street,City of Westminster,51.50708,-0.151762,2367
Barrett Street,City of Westminster,51.514862,-0.151474,2368
Curzon Street,City of Westminster,51.506404,-0.150213,2369
Curzon Street,City of Westminster,51.506277,-0.15105,2370
Stanhope Row,City of Westminster,51.505939,-0.149215,2371
Curzon Street,City of Westminster,51.508085,-0.14489,2372
Stratton Street,City of Westminster,51.507851,-0.144109,2373
Berkeley Street,City of Westminster,51.50827,-0.143377,2374
Mayfair Place,City of Westminster,51.507352,-0.143251,2375
Berkeley Street,City of Westminster,51.507542,-0.142516,2376
Albemarle Street,City of Westminster,51.507944,-0.14075,2377
Grafton Street,City of Westminster,51.510089,-0.143133,2378
Grafton Street,City of Westminster,51.509889,-0.143616,2379
Bruton Lane,City of Westminster,51.509926,-0.143951,2380
Grosvenor Crescent,City of Westminster,51.500559,-0.153597,2381
Wilton Crescent,City of Westminster,51.500148,-0.155996,2382
Wilton Place,City of Westminster,51.501596,-0.156147,2383
Grosvenor Crescent,City of Westminster,51.501489,-0.153158,2384
Grosvenor Crescent,City of Westminster,51.502093,-0.152196,2385
West Halkin Street,City of Westminster,51.498995,-0.155423,2386
Belgrave Square,City of Westminster,51.499485,-0.152083,2387
Chapel Street,City of Westminster,51.500335,-0.150255,2388
Eaton Square,City of Westminster,51.497635,-0.149664,2389
Eaton Square,City of Westminster,51.496986,-0.14989,2390
Eaton Square,City of Westminster,51.496021,-0.150511,2391
Lyall Street,City of Westminster,51.495195,-0.153247,2392
Eaton Square,City of Westminster,51.494712,-0.152629,2393
Chesham Street,City of Westminster,51.49589,-0.155667,2394
Eccleston Street,City of Westminster,51.495499,-0.14945,2395
Eccleston Place,City of Westminster,51.494491,-0.147422,2396
Eccleston Place,City of Westminster,51.493155,-0.148237,2397
Grosvenor Gardens,City of Westminster,51.49736,-0.146543,2398
Eaton Lane,City of Westminster,51.497137,-0.145005,2399
Sir Simon Milton Square,City of Westminster,51.497207,-0.143967,2400
Westmoreland Terrace,City of Westminster,51.488214,-0.145992,2401
Winchester Street,City of Westminster,51.488891,-0.143605,2402
Lupas street,City of Westminster,51.487665,-0.1423,2403
Charlwood Street,City of Westminster,51.487912,-0.141038,2404
Cambridge Street,City of Westminster,51.488831,-0.140994,2405
St George's Drive,City of Westminster,51.488941,-0.139782,2406
St George's Drive,City of Westminster,51.489848,-0.141823,2407
Denbigh Street,City of Westminster,51.48845,-0.13854,2408
Moreton Place,City of Westminster,51.489605,-0.13799,2409
Warwick Square,City of Westminster,51.491439,-0.140918,2410
West Warwick Place,City of Westminster,51.490877,-0.142739,2411
Warwick Place N,City of Westminster,51.491534,-0.142539,2412
Eccleston Square,City of Westminster,51.491331,-0.144389,2413
Eccleston Square,City of Westminster,51.491912,-0.14495,2414
Cambridge Street,City of Westminster,51.491413,-0.146422,2415
Dartmouth Street,City of Westminster,51.500304,-0.131972,2416
Matthew Parker Street,City of Westminster,51.499832,-0.13055,2417
Tothill Street,City of Westminster,51.49973,-0.132111,2418
Carteret Street,City of Westminster,51.499785,-0.132701,2419
Broadway,City of Westminster,51.499252,-0.133318,2420
Broadway,City of Westminster,51.499729,-0.133688,2421
St Ann's Street,City of Westminster,51.498304,-0.130696,2422
Little Smith Street,City of Westminster,51.497461,-0.129344,2423
Marsham Street,City of Westminster,51.496346,-0.129303,2424
Great Peter Street,City of Westminster,51.496934,-0.128126,2425
Dean Stanley Street,City of Westminster,51.496064,-0.125511,2426
Smith Square,City of Westminster,51.495766,-0.126684,2427
Dean Bradley Street,City of Westminster,51.495606,-0.127014,2428
Monck Street,City of Westminster,51.49677,-0.130844,2429
Old Pye Street,City of Westminster,51.49755,-0.132045,2430
Chadwick Street,City of Westminster,51.496531,-0.132054,2431
Medway Street,City of Westminster,51.495442,-0.131731,2432
Vincent Square,City of Westminster,51.493671,-0.133317,2433
Hide Place,City of Westminster,51.492831,-0.133096,2434
Vincent Street,City of Westminster,51.492908,-0.133069,2435
Vane Street,City of Westminster,51.494053,-0.13631,2436
Vincent Square 2,City of Westminster,51.494607,-0.135734,2437
Greencoat Place,City of Westminster,51.49402,-0.137634,2438
Greencoat Place 2,City of Westminster,51.495468,-0.136417,2439
Francis Street,City of Westminster,51.496481,-0.13701,2440
Howick Place,City of Westminster,51.496711,-0.13844,2441
Ashley Place,City of Westminster,51.496243,-0.140561,2442
Francis Street,City of Westminster,51.494123,-0.139796,2443
Willow Place,City of Westminster,51.493039,-0.137891,2444
Greencoat Place,City of Westminster,51.493647,-0.138344,2445
Guildhouse Street,City of Westminster,51.493302,-0.142567,2446
Palace Street,City of Westminster,51.498007,-0.139739,2447
