road,place,latitude,longitude,clusterid
Temeraire Street,Southwark,51.500574,-0.050679,2944
Albion Street,Southwark,51.500465,-0.051272,2945
Risdon Street,Southwark,51.499059,-0.053184,2946
Anchor Street,Southwark,51.490325,-0.060756,2947
High Street,Hillingdon,51.574973,-0.425329,2948
Freston Road,Kensington and Chelsea,51.512319,-0.218854,2949
Treadgold Street,Kensington and Chelsea,51.512483,-0.214468,2950
Sirdar Street,Kensington and Chelsea,51.511225,-0.214853,2951
Hammersmith Grove,Hammersmith and Fulham,51.494197,-0.226092,2952
Nigel Playfair Avenue,Hammersmith and Fulham,51.492494,-0.234321,2953
Chenies Street,Camden,51.520484,-0.133558,2954
Store Street,Camden,51.519378,-0.132693,2955
Percy Street,Camden,51.518602,-0.13293,2956
Bayley Street,Camden,51.518858,-0.131399,2957
Morwell Street,Camden,51.518201,-0.131166,2958
Bedford Avenue,Camden,51.518462,-0.128522,2959
Great Russel Street,Camden,51.517584,-0.128688,2960
Harrington Square,Camden,51.533534,-0.138807,2961
Mornington Crescent,Camden,51.534359,-0.139636,2962
Oakley Square,Camden,51.533399,-0.137136,2963
Bayham Place,Camden,51.535166,-0.137409,2964
Miller Street,Camden,51.535705,-0.140224,2965
Royal College Street,Camden,51.537844,-0.135031,2966
Arlington Road,Camden,51.537256,-0.142712,2967
Arlington Road,Camden,51.538941,-0.144361,2968
Jamestown Road,Camden,51.540099,-0.146234,2969
Hawley Crescent,Camden,51.541109,-0.142949,2970
Malden Road,Camden,51.546645,-0.15128,2971
Anglers Lane,Camden,51.546876,-0.143291,2972
Hammond Street,Camden,51.548794,-0.138561,2973
Islip Street,Camden,51.549536,-0.138681,2974
Bartholomew Road,Camden,51.549653,-0.134801,2975
Lady Margaret Road,Camden,51.551049,-0.138008,2976
Greenwood Place,Camden,51.553168,-0.14298,2977
Lady Somerset Road,Camden,51.554327,-0.144044,2978
Ospringe Road,Camden,51.553929,-0.138066,2979
Ospringe Road,Camden,51.553836,-0.136666,2980
Lady Margaret Road,Camden,51.554314,-0.136948,2981
Lissenden Gardens,Camden,51.557472,-0.148151,2982
Lissenden Gardens,Camden,51.556806,-0.149613,2983
Swain's Lane,Camden,51.561801,-0.15006,2984
Netherhall Gardens,Camden,51.549377,-0.179143,2985
Burton Road,Brent,51.542337,-0.199005,2986
Landseer Road,Islington,51.561997,-0.124458,2987
Manor Gardens,Islington,51.560193,-0.122624,2988
Arthur Road,Islington,51.558271,-0.113418,2989
Berriman Road,Islington,51.560182,-0.111342,2990
Florence Street,Islington,51.540926,-0.10249,2991
Lawrence Lane,City of London,51.514933,-0.092521,2992
Seething Lane,City of London,51.510169,-0.079177,2993
London Street,City of London,51.51153,-0.079711,2994
Monza Street,Tower Hamlets,51.506969,-0.052532,2995
Green Bank,Tower Hamlets,51.504119,-0.059789,2996
St Katharine's Way,Tower Hamlets,51.50502,-0.069127,2997
Hooper Street,Tower Hamlets,51.51225,-0.068183,2998
Leman Street,Tower Hamlets,51.513547,-0.070466,2999
Alie Street,Tower Hamlets,51.513787,-0.070962,3000
Old Castle Street,Tower Hamlets,51.51513,-0.072908,3001
Wentworth Street,Tower Hamlets,51.516987,-0.072688,3002
Tarling Street,Tower Hamlets,51.512819,-0.053597,3003
Jubilee Street,Tower Hamlets,51.514984,-0.053106,3004
Philpot Street,Tower Hamlets,51.515448,-0.058655,3005
Spital Square,Tower Hamlets,51.520401,-0.078458,3006
Brick Lane,Tower Hamlets,51.521557,-0.071727,3007
Selby Street,Tower Hamlets,51.522064,-0.064661,3008
Grimsby Street,Tower Hamlets,51.523297,-0.069807,3009
Old Nichol Street,Tower Hamlets,51.524715,-0.075983,3010
Derbyshire Street,Tower Hamlets,51.526062,-0.06348,3011
Clifton Street,Hackney,51.521801,-0.083325,3012
Clifton Street,Hackney,51.521088,-0.083508,3013
Wilson Street,Hackney,51.520875,-0.084929,3014
Wilson Street,Hackney,51.521228,-0.084797,3015
Dysart Street,Hackney,51.521675,-0.084247,3016
Old Street,Hackney,51.527163,-0.079914,3017
Micawber Street,Hackney,51.530111,-0.094164,3018
Southwood Lane,Haringey,51.573331,-0.14881,3019
The Town,Enfield,51.652096,-0.081874,3020
Chapel Street,Enfield,51.653878,-0.084759,3021
Goding Street,Lambeth,51.486557,-0.122075,3022
Albert Embankment,Lambeth,51.486765,-0.123204,3023
Ravensdon Street,Lambeth,51.486949,-0.110274,3024
Bishops Terrace,Lambeth,51.493048,-0.110385,3025
St. Mary's Gardens,Lambeth,51.493211,-0.109164,3026
Lombard Road,Merton,51.40959,-0.187548,3027
Adamson Road,Camden,51.544277,-0.173514,3028
Doric Way,Camden,51.529116,-0.13171,3029
Doric Way,Camden,51.529331,-0.130993,3030
Drummond Crescent,Camden,51.5298,-0.132526,3031
Drummond Street,Camden,51.52762,-0.135382,3032
Argyle Street,Camden,51.52919,-0.123667,3033
Argyle Square,Camden,51.529397,-0.122654,3034
Argyle Square,Camden,51.529416,-0.12223,3035
Crestfield Street,Camden,51.530087,-0.122894,3036
Midhope Street,Camden,51.527854,-0.122617,3037
Tankerton Street,Camden,51.527956,-0.122057,3038
Cromer Street,Camden,51.527983,-0.121177,3039
Wicklow Street,Camden,51.52953,-0.117758,3040
Acton Street,Camden,51.528736,-0.116655,3041
Weston Rise,Islington,51.530218,-0.115947,3042
Fitzroy Street,Camden,51.523547,-0.139932,3043
Warren Street,Camden,51.524308,-0.138661,3044
Whitfield Street,Camden,51.522391,-0.137288,3045
Fitzroy Street,Camden,51.521664,-0.138084,3046
Goodge Place,Camden,51.519431,-0.136461,3047
University Street,Camden,51.523367,-0.135813,3048
Mortimer Market,Camden,51.522761,-0.135881,3049
Huntley Street,Camden,51.521941,-0.133508,3050
Store Street,Camden,51.5203,-0.130557,3051
Gower Place,Camden,51.525638,-0.13384,3052
Gordon Square,Camden,51.524539,-0.131857,3053
Gordon Square,Camden,51.524901,-0.130902,3054
Gordon Square,Camden,51.52399,-0.129938,3055
Malet Street,Camden,51.522315,-0.131171,3056
Thornhaugh Street,Camden,51.522245,-0.12847,3057
Russel Square,Camden,51.522664,-0.126292,3058
Malet Street,Camden,51.52057,-0.129268,3059
Russel Square,Camden,51.520729,-0.125854,3060
Bedford Place,Camden,51.519701,-0.123605,3061
Tower Street,Camden,51.513062,-0.127506,3062
Bidborough Street,Camden,51.529021,-0.124752,3063
Handel Street,Camden,51.525532,-0.123032,3064
Leigh Street,Camden,51.526649,-0.124807,3065
Cartwright Gardens,Camden,51.527248,-0.126783,3066
Flaxman Terrace,Camden,51.527025,-0.128482,3067
Duke's Road,Camden,51.526952,-0.128978,3068
Herbrand Street,Camden,51.524405,-0.125992,3069
Herbrand Street,Camden,51.522919,-0.124808,3070
Bernard Street,Camden,51.523425,-0.123551,3071
Grenville Street,Camden,51.523123,-0.121986,3072
Landsdowne Terrace,Camden,51.523801,-0.120924,3073
Brunswick Square,Camden,51.524997,-0.121605,3074
Mecklenburgh Square,Camden,51.525864,-0.118383,3075
Mecklenburgh Square,Camden,51.524728,-0.11773,3076
Doughty Street,Camden,51.523897,-0.116873,3077
Doughty Street,Camden,51.522962,-0.116106,3078
Roger Street,Camden,51.522826,-0.115447,3079
John Street,Camden,51.521946,-0.115268,3080
John's Mews,Camden,51.521768,-0.116029,3081
Jockey's Fields,Camden,51.520603,-0.115563,3082
Bedford Row,Camden,51.519157,-0.114725,3083
Sandland Street,Camden,51.518947,-0.116126,3084
Red Lion Square,Camden,51.518864,-0.119287,3085
Red Lion Square,Camden,51.519271,-0.118164,3086
Red Lion Square,Camden,51.519456,-0.118362,3087
Red Lion Square,Camden,51.519191,-0.119478,3088
Gate Street,Camden,51.517164,-0.119715,3089
Gate Street,Camden,51.517113,-0.11894,3090
Whetstone Park,Camden,51.517201,-0.11757,3091
Lincoln's Inn fields,Camden,51.516182,-0.118173,3092
Newman's Row,Camden,51.51638,-0.114855,3093
Baldwin's Gardens,Camden,51.519753,-0.111805,3094
Portpool Lane,Camden,51.520994,-0.111512,3095
Hatton Wall,Camden,51.521223,-0.11023,3096
Mount Pleasant,Camden,51.523454,-0.112416,3097
Gough Street,Camden,51.523791,-0.113797,3098
St Bride Street,City of London,51.515275,-0.105609,3099
W Smithfield,City of London,51.518541,-0.101664,3100
Gutter Lane,City of London,51.514629,-0.095536,3101
Fisbury Circus,City of London,51.517918,-0.087308,3102
Harrow Place,City of London,51.515943,-0.077756,3103
Creechurch Lane,City of London,51.513633,-0.079182,3104
Finsbury Square,Islington,51.521261,-0.085586,3105
Finsbury Square,Islington,51.521492,-0.085556,3106
Baltic Street,Islington,51.523086,-0.097567,3107
Clerkenwell Green,Islington,51.522697,-0.105405,3108
Ray Street Bridge,Islington,51.523141,-0.107577,3109
Pine Street,Islington,51.525274,-0.109925,3110
Meredith Street,Islington,51.527133,-0.104931,3111
Percy Circus,Islington,51.52906,-0.114578,3112
Islington High Street,Islington,51.534404,-0.104697,3113
Barrow Hill Road,City of Westminster,51.532399,-0.169094,3114
Penfold Street,City of Westminster,51.521069,-0.169251,3115
St Mary's Square,City of Westminster,51.520537,-0.175855,3116
Harbet Road,City of Westminster,51.519592,-0.172078,3117
Cleveland Square,City of Westminster,51.514584,-0.181284,3118
Cleveland Square,City of Westminster,51.514278,-0.182945,3119
Cleveland Square,City of Westminster,51.515347,-0.182666,3120
Porchester Terrace North,City of Westminster,51.517372,-0.186256,3121
Sutherland Place,City of Westminster,51.515677,-0.197001,3122
Moorhouse Road,City of Westminster,51.516885,-0.198217,3123
Ennismore Gardens,City of Westminster,51.499661,-0.170991,3124
Lancelot Place,City of Westminster,51.500297,-0.163679,3125
Raphael Street,City of Westminster,51.500994,-0.163462,3126
Semley Place,City of Westminster,51.492171,-0.150537,3127
Ranelagh Grove,City of Westminster,51.49075,-0.150583,3128
Holbein Place,City of Westminster,51.490431,-0.155351,3129
Sutherland Street,City of Westminster,51.489613,-0.147345,3130
Aylesford Street,City of Westminster,51.486639,-0.133084,3131
St. George's Square,City of Westminster,51.487659,-0.135244,3132
St. George's Square,City of Westminster,51.488395,-0.134748,3133
Ponsonby Place,City of Westminster,51.490097,-0.130642,3134
Douglas Street,City of Westminster,51.491538,-0.133901,3135
Esterbrooke Street,City of Westminster,51.491948,-0.13262,3136
Herrick Street,City of Westminster,51.492733,-0.128856,3137
Dean Bradley Street,City of Westminster,51.495089,-0.126867,3138
Poland Street,City of Westminster,51.513977,-0.136643,3139
Broadwick Street,City of Westminster,51.513071,-0.137511,3140
Marshall Street,City of Westminster,51.513246,-0.137887,3141
Great Malborough Street,City of Westminster,51.514182,-0.139507,3142
Great Malborough Street,City of Westminster,51.514789,-0.137523,3143
Sheraton Street,City of Westminster,51.514937,-0.134496,3144
Newman Street,City of Westminster,51.518558,-0.136355,3145
Berners Street,City of Westminster,51.518366,-0.13738,3146
Wells Mews,City of Westminster,51.517521,-0.13782,3147
Winsley Street,City of Westminster,51.516323,-0.138715,3148
Market Place,City of Westminster,51.515937,-0.139795,3149
Great Castle Street,City of Westminster,51.516188,-0.140711,3150
Chapel Place,City of Westminster,51.515533,-0.146841,3151
Henrietta Place,City of Westminster,51.515534,-0.147225,3152
Cavendish Square,City of Westminster,51.516735,-0.145661,3153
Wigmore Street,City of Westminster,51.515938,-0.151566,3154
Manchester Square,City of Westminster,51.516688,-0.152017,3155
Manchester Square,City of Westminster,51.516377,-0.153103,3156
Manchester Square,City of Westminster,51.517141,-0.152591,3157
Manchester Square,City of Westminster,51.517044,-0.15308,3158
Manchester Street,City of Westminster,51.517212,-0.153318,3159
Aybrook Street,City of Westminster,51.519361,-0.153063,3160
Nottingham Street,City of Westminster,51.521254,-0.153877,3161
Savoy Hill,City of Westminster,51.510399,-0.11953,3162
Lady Margaret Road,Islington,51.555906,-0.136039,3163
Caledonian Road,Islington,51.54524,-0.117734,3164
Berry Street,Islington,51.524072,-0.100775,3165
Baldwin Street,Islington,51.526911,-0.088842,3166
Bath Street,Islington,51.527467,-0.09142,3167
Seward Street,Islington,51.525904,-0.099296,3168
Spencer Street,Islington,51.528385,-0.101503,3169
Tenter Ground,Tower Hamlets,51.518007,-0.075977,3170
Battersea Bridge Road,Wandsworth,51.474141,-0.165989,3171
Stanmer Street,Wandsworth,51.472155,-0.166813,3172
Chancery Lane,City of London,51.517121,-0.112855,3173
Took's Court,City of London,51.517026,-0.111026,3174
Holborn,City of London,51.51796,-0.109605,3175
Thavies Inn,City of London,51.516895,-0.107336,3176
Thavies Inn,City of London,51.516604,-0.107639,3177
West Harding Street,City of London,51.51533,-0.109158,3178
Tudor Street,City of London,51.51252,-0.108255,3179
Upper Thames Street,City of London,51.511131,-0.096881,3180
Wood Street,City of London,51.516336,-0.094232,3181
Aldermanbury,City of London,51.516535,-0.092727,3182
Brushfield Street,City of London,51.518927,-0.078669,3183
Brushfield Street,City of London,51.51895,-0.078336,3184
Devonshire Square,City of London,51.516392,-0.079251,3185
Carlisle Avenue,City of London,51.512636,-0.077055,3186
East Ferry Road,Tower Hamlets,51.494433,-0.01434,3187
Blackwall Way,Tower Hamlets,51.509305,-0.001726,3188
Poplar High Street,Tower Hamlets,51.508912,-0.007785,3189
Poplar High Street,Tower Hamlets,51.508977,-0.017094,3190
Three Colt Street,Tower Hamlets,51.50907,-0.029659,3191
Salmon Lane,Tower Hamlets,51.513336,-0.033025,3192
Norbiton Road,Tower Hamlets,51.514125,-0.033671,3193
Flamborough Street,Tower Hamlets,51.513331,-0.038991,3194
Whitethorn Street,Tower Hamlets,51.519937,-0.021707,3195
Addington Road,Tower Hamlets,51.527838,-0.023221,3196
Fairfield Road,Tower Hamlets,51.531946,-0.023243,3197
Tredegar Road,Tower Hamlets,51.529524,-0.031469,3198
St Stephen's Road,Tower Hamlets,51.531952,-0.031987,3199
Clinton Road,Tower Hamlets,51.525894,-0.036249,3200
Hamlets Way,Tower Hamlets,51.523197,-0.033893,3201
Copperfield Road,Tower Hamlets,51.521036,-0.035793,3202
Bancroft Road,Tower Hamlets,51.523081,-0.042204,3203
Beaumont Square,Tower Hamlets,51.520168,-0.046039,3204
Albert Gardens,Tower Hamlets,51.512452,-0.046763,3205
Jamaica Street,Tower Hamlets,51.51604,-0.049928,3206
Sidney Street,Tower Hamlets,51.514773,-0.055521,3207
Fordham Street,Tower Hamlets,51.51604,-0.062662,3208
Davenant Street,Tower Hamlets,51.518283,-0.065337,3209
Back Church Lane,Tower Hamlets,51.512761,-0.0671,3210
Tapp Street,Tower Hamlets,51.524122,-0.059323,3211
Vyner Street,Tower Hamlets,51.534526,-0.055835,3212
Cambridge Heath Road,Tower Hamlets,51.533708,-0.057372,3213
Coate Street,Tower Hamlets,51.532191,-0.062612,3214
Ravenscroft Street,Tower Hamlets,51.530551,-0.071518,3215
Ezra Street,Tower Hamlets,51.529579,-0.069938,3216
Columbia Road,Tower Hamlets,51.528182,-0.074177,3217
Redchurch Street,Tower Hamlets,51.524338,-0.076077,3218
Redchurch Street,Tower Hamlets,51.524324,-0.076287,3219
Swanfield Street,Tower Hamlets,51.525216,-0.072855,3220
Bethnal Green Road,Tower Hamlets,51.524416,-0.072831,3221
Grimsby Street,Tower Hamlets,51.523302,-0.06981,3222
Gawber Street,Tower Hamlets,51.529307,-0.051154,3223
Bessy Street,Tower Hamlets,51.528025,-0.051468,3224
Cambridge Heath Road,Tower Hamlets,51.523873,-0.054793,3225
Straightsmouth,Greenwich,51.479896,-0.010009,3226
Royal Parade,Lewisham,51.467081,0.007013,3227
Polytechnic Street,Greenwich,51.490703,0.0646,3228
Bellegrove Road,Bexley,51.462814,0.105238,3229
Carlton Parade,Bromley,51.382576,0.107488,3230
The Chase,Lambeth,51.466353,-0.14789,3231
Macaulay Road,Lambeth,51.464012,-0.144351,3232
Lillieshall Road,Lambeth,51.466235,-0.143474,3233
Lillieshall Road,Lambeth,51.465836,-0.144422,3234
Grafton Square,Lambeth,51.463761,-0.140865,3235
Hartington Road,Lambeth,51.47756,-0.127015,3236
Meadow Place,Lambeth,51.479387,-0.123388,3237
Heyford Avenue,Lambeth,51.480001,-0.121819,3238
Heyford Avenue,Lambeth,51.480437,-0.123132,3239
Union Grove,Lambeth,51.472122,-0.13254,3240
Union Grove,Lambeth,51.471616,-0.133229,3241
Union Grove,Lambeth,51.47138,-0.133496,3242
Jeffreys Road,Lambeth,51.471087,-0.127686,3243
Cassell House,Lambeth,51.471481,-0.122687,3244
Cassell House,Lambeth,51.471241,-0.122762,3245
Binfield Road,Lambeth,51.47373,-0.125284,3246
Wandsworth Road,Lambeth,51.476619,-0.130438,3247
Goldsboro' Road,Lambeth,51.47656,-0.132218,3248
Thorparch Road,Lambeth,51.476439,-0.132551,3249
Rita Road,Lambeth,51.480863,-0.120427,3250
Durand Gardens,Lambeth,51.473877,-0.116933,3251
Cranworth Gardens,Lambeth,51.475774,-0.113975,3252
Southey Road,Lambeth,51.476207,-0.11363,3253
Liberty Street,Lambeth,51.476905,-0.11628,3254
Normandy Road,Lambeth,51.473684,-0.111561,3255
Cowley Road,Lambeth,51.473842,-0.110446,3256
Akerman Road,Lambeth,51.474364,-0.106319,3257
Paulet Road,Lambeth,51.47258,-0.101404,3258
Denmark Road,Lambeth,51.473119,-0.099477,3259
Denmark Road,Lambeth,51.473609,-0.100007,3260
Mowll Street,Lambeth,51.477746,-0.113504,3261
Crewdson Road,Lambeth,51.478897,-0.112977,3262
Handforth Road,Lambeth,51.479386,-0.112764,3263
Offley Road,Lambeth,51.480036,-0.112832,3264
Palfrey Place,Lambeth,51.480108,-0.115374,3265
Hanover Gardens,Lambeth,51.481976,-0.113785,3266
Bonnington Square,Lambeth,51.484278,-0.11932,3267
South Lambeth Road,Lambeth,51.485282,-0.122535,3268
Cleaver Square,Lambeth,51.4873,-0.107791,3269
Cleaver Street,Lambeth,51.488143,-0.110057,3270
Ravensdon Street,Lambeth,51.486946,-0.110276,3271
Hotspur Street,Lambeth,51.489902,-0.112867,3272
Marylee Way,Lambeth,51.49087,-0.114704,3273
Lollard Street,Lambeth,51.491263,-0.113511,3274
Gibson Road,Lambeth,51.491144,-0.11612,3275
Whitgift Street,Lambeth,51.492902,-0.120225,3276
Goding Street,Lambeth,51.486955,-0.122015,3277
Kempsford Street,Lambeth,51.491239,-0.108053,3278
Bishop's Terrace,Lambeth,51.493052,-0.110377,3279
St Mary's Gardens,Lambeth,51.493212,-0.109161,3280
Brook Drive,Lambeth,51.495342,-0.11034,3281
Kennington Road,Lambeth,51.495066,-0.110784,3282
Lower Marsh,Lambeth,51.499993,-0.114142,3283
Pearman Street,Lambeth,51.500061,-0.109207,3284
Waterloo Road,Lambeth,51.501476,-0.108924,3285
The Cut,Lambeth,51.502584,-0.10862,3286
Coin Street,Lambeth,51.505734,-0.109805,3287
Rosebury Street,Lambeth,51.452321,-0.129672,3288
Kingswood Road,Lambeth,51.451554,-0.128731,3289
Lyham Road,Lambeth,51.453257,-0.126886,3290
Clarence Crescent,Lambeth,51.45122,-0.132664,3291
Felsbery Road,Lambeth,51.449315,-0.124123,3292
Sulina Road,Lambeth,51.446609,-0.125393,3293
Holmewood Gardens,Lambeth,51.445842,-0.121274,3294
Brockwell Park Gardens,Lambeth,51.445991,-0.109004,3295
Athlone Road,Lambeth,51.44739,-0.113329,3296
Mackie Road,Lambeth,51.447084,-0.114887,3297
Craignair Road,Lambeth,51.448261,-0.11572,3298
Station Lane,Havering,51.559366,0.220644,3299
Regarth Avenue,Havering,51.573413,0.183741,3300
Collier Row Road,Greenwich,51.598882,0.161113,3301
Bobby Moore Way,Barking and Dagenham,51.535524,0.078534,3302
Rutlish Road,Merton,51.414591,-0.201117,3303
Kirkley Road,Merton,51.413285,-0.196727,3304
Parkleigh Road,Merton,51.409524,-0.193154,3305
Morden Court,Merton,51.399594,-0.196514,3306
Rothesay Avenue,Merton,51.409523,-0.21362,3307
Albert Road,Kingston Upon Thames,51.398864,-0.248087,3308
Lower Teddington Road,Richmond Upon Thames,51.415011,-0.309836,3309
Water Lane,Richmond Upon Thames,51.446088,-0.327428,3310
Garfield Road,Richmond Upon Thames,51.447809,-0.327931,3311
Amyand Park Road,Richmond Upon Thames,51.454794,-0.320594,3312
Cambridge Park,Richmond Upon Thames,51.452732,-0.312274,3313
Clevedon Road,Richmond Upon Thames,51.456393,-0.307302,3314
The Green,Richmond Upon Thames,51.460682,-0.30725,3315
Lancaster Park,Richmond Upon Thames,51.45786,-0.300728,3316
Mount Ararat Road,Richmond Upon Thames,51.456595,-0.296408,3317
Little Green,Richmond Upon Thames,51.461985,-0.304403,3318
Parkshot,Richmond Upon Thames,51.463762,-0.302739,3319
Sheen Road,Richmond Upon Thames,51.461117,-0.300026,3320
Sheen Park,Richmond Upon Thames,51.462337,-0.295607,3321
Portman Avenue,Richmond Upon Thames,51.465176,-0.263048,3322
Upper Richmond Road,Richmond Upon Thames,51.465097,-0.2627,3323
Riverview Gardens,Richmond Upon Thames,51.487007,-0.231,3324
Pirbright Road,Wandsworth,51.445973,-0.201974,3325
Rotherwood Road,Wandsworth,51.467984,-0.221894,3326
Kelmscott Road,Wandsworth,51.456129,-0.164898,3327
Mallinson Road,Wandsworth,51.45775,-0.170023,3328
Summerley Street,Wandsworth,51.441342,-0.187545,3329
Grove Road,Sutton,51.359787,-0.195355,3330
Bushey Road,Sutton,51.370404,-0.19594,3331
Oakhill Road,Sutton,51.369886,-0.188176,3332
Thicket Road,Sutton,51.366564,-0.186029,3333
Collingwood Road,Sutton,51.364718,-0.19787,3334
St James' Road,Sutton,51.362803,-0.201444,3335
Greyhound Road,Sutton,51.363906,-0.189413,3336
Langley Park Road,Sutton,51.362002,-0.187048,3337
Eaton Road,Sutton,51.359635,-0.183309,3338
Cedar Road,Sutton,51.358545,-0.187888,3339
Cavendish Road,Sutton,51.357206,-0.185689,3340
Christchurch Road,Sutton,51.355342,-0.188529,3341
Worcester Road,Sutton,51.356809,-0.193818,3342
Mulgrave Road,Sutton,51.357917,-0.197616,3343
Grange Road,Sutton,51.355771,-0.194314,3344
Ventnor Road,Sutton,51.353011,-0.192814,3345
Darlan Road,Hammersmith and Fulham,51.478027,-0.20133,3346
Lancaster Court,Hammersmith and Fulham,51.479245,-0.201972,3347
Epple Road,Hammersmith and Fulham,51.476711,-0.202697,3348
Chesilton Road,Hammersmith and Fulham,51.475888,-0.205735,3349
Dancer Road,Hammersmith and Fulham,51.474795,-0.206237,3350
Sullivan Court,Hammersmith and Fulham,51.470183,-0.198415,3351
Hugon Road,Hammersmith and Fulham,51.468146,-0.190675,3352
Kenneth Younger House,Hammersmith and Fulham,51.482961,-0.20354,3353
Lillie Road,Hammersmith and Fulham,51.484338,-0.20514,3354
Talgarth Road,Hammersmith and Fulham,51.490464,-0.211661,3355
Gunterstone Road,Hammersmith and Fulham,51.491989,-0.213112,3356
Bishop Kings Road,Hammersmith and Fulham,51.494817,-0.210661,3357
Brook Green,Hammersmith and Fulham,51.494461,-0.215841,3358
Hammersmith Road,Hammersmith and Fulham,51.4934,-0.21727,3359
Rainville Road,Hammersmith and Fulham,51.482236,-0.223197,3360
Yeldham Road,Hammersmith and Fulham,51.488993,-0.222581,3361
St James Street,Hammersmith and Fulham,51.488393,-0.226787,3362
Rutland Grove,Hammersmith and Fulham,51.489823,-0.228956,3363
Mall Road,Hammersmith and Fulham,51.489794,-0.231162,3364
Black's Road,Hammersmith and Fulham,51.492157,-0.226578,3365
Black's Road,Hammersmith and Fulham,51.492134,-0.226915,3366
Redmore Road,Hammersmith and Fulham,51.494703,-0.232606,3367
Flora Gardens,Hammersmith and Fulham,51.49561,-0.235054,3368
Westwick Gardens,Hammersmith and Fulham,51.501655,-0.221893,3369
Cromwell Grove,Hammersmith and Fulham,51.500706,-0.222208,3370
Abinger Road,Hounslow ,51.498872,-0.251239,3371
Cranbrook Road,Hounslow ,51.492713,-0.252631,3372
Annandale Road,Hounslow ,51.492431,-0.255355,3373
Glebe Street,Hounslow ,51.491455,-0.255866,3374
Prince of Wales Terrace,Hounslow ,51.491971,-0.256525,3375
Linden Gardens,Hounslow ,51.492446,-0.258437,3376
Linden Gardens,Hounslow ,51.491508,-0.258023,3377
Dolman Road,Hounslow ,51.493054,-0.263355,3378
Clifton Gardens,Hounslow ,51.49257,-0.261222,3379
Chiswick Common Road,Hounslow ,51.49385,-0.259503,3380
Horticultural Place,Hounslow ,51.490834,-0.264116,3381
Wavendon Avenue,Hounslow ,51.489405,-0.265935,3382
Barrowgate Road,Hounslow ,51.488569,-0.266222,3383
Burlington Gardens,Hounslow ,51.489646,-0.267611,3384
Sutton Lane North,Hounslow ,51.490737,-0.2694,3385
Arlington Gardens,Hounslow ,51.491794,-0.26861,3386
Harvard Road,Hounslow ,51.489569,-0.272205,3387
Burlington Road,Hounslow ,51.489809,-0.272059,3388
Burlington Road,Hounslow ,51.492336,-0.27285,3389
Grange Road,Hounslow ,51.491408,-0.27431,3390
Wellesley Road,Hounslow ,51.490515,-0.274259,3391
Oxford Road North,Hounslow ,51.491754,-0.278303,3392
Cambridge Road North,Hounslow ,51.491893,-0.280014,3393
Wellesley Road,Hounslow ,51.490102,-0.279872,3394
Stile Hall Gardens,Hounslow ,51.489237,-0.28085,3395
Clarence Road,Hounslow ,51.490101,-0.282577,3396
Lion Way,Hounslow ,51.483672,-0.308983,3397
Somerset Road,Hounslow ,51.48553,-0.309514,3398
Glenhurst Road,Hounslow ,51.487933,-0.311155,3399
Glenhurst Road,Hounslow ,51.489521,-0.308866,3400
Sidmouth Avenue,Hounslow ,51.474743,-0.342108,3401
Clifton Road,Hounslow ,51.474793,-0.34404,3402
Thornbury Road,Hounslow ,51.473956,-0.344961,3403
St. Mary's Crescent,Hounslow ,51.482434,-0.347375,3404
Osterley Avenue,Hounslow ,51.482616,-0.347933,3405
Penwerris Avenue,Hounslow ,51.480534,-0.354582,3406
Penwerris Avenue,Hounslow ,51.482556,-0.356027,3407
Cecil Road,Hounslow ,51.471979,-0.356126,3408
Myrtle Road,Hounslow ,51.472682,-0.356776,3409
Holly Road,Hounslow ,51.467042,-0.36084,3410
Sunnycroft Road,Hounslow ,51.47411,-0.365299,3411
Bath Road,Hounslow ,51.473667,-0.388833,3412
Bath Road,Hounslow ,51.47371,-0.388972,3413
Spur Road,Hounslow ,51.462146,-0.405759,3414
Central Way,Hounslow ,51.461127,-0.407454,3415
The Crescent,Redbridge,51.575798,0.064782,3416
George Lane,Redbridge,51.591106,0.028863,3417
Station Approach,Redbridge,51.591919,0.027113,3418
Shakespeare Road,Lambeth,51.461101,-0.103163,3419
Shakespeare Road,Lambeth,51.464364,-0.102858,3420
Sunset Road,Lambeth,51.461057,-0.093664,3421
Ferndene Road,Lambeth,51.461555,-0.09553,3422
Oakbank Grove,Lambeth,51.462005,-0.097697,3423
Bicknell Road,Lambeth,51.464106,-0.097428,3424
Cambria Road,Lambeth,51.464535,-0.097888,3425
Herne Hill Road,Lambeth,51.464528,-0.099398,3426
Fielding Street,Southwark,51.484972,-0.09673,3427
Merrow Street,Southwark,51.486751,-0.088405,3428
Willow Walk,Southwark,51.49173,-0.075894,3429
Bermondsey Street,Southwark,51.496828,-0.082304,3430
Enid Street,Southwark,51.49783,-0.072989,3431
Swan Street,Southwark,51.500283,-0.092915,3432
Union Street,Southwark,51.504066,-0.095003,3433
Gaunt Street,Southwark,51.497356,-0.099455,3434
Gerridge Street,Southwark,51.498781,-0.107852,3435
Webber Street,Southwark,51.501195,-0.106341,3436
Kimpton Road,Southwark,51.475896,-0.090343,3437
Camberwell Grove,Southwark,51.467798,-0.084505,3438
Scrutton Street,Hackney,51.523503,-0.080752,3439
Paul Street,Hackney,51.524383,-0.084148,3440
Willow Street,Hackney,51.525261,-0.083237,3441
Garden Walk,Hackney,51.525521,-0.081836,3442
